Product Code,Bom Level 1,Bom Level 2,Ingredient UOM,Ingredient Quantity
PV288,GPK-0022,GPK-0022,PCS,1
PV288,GPK-0025,GPK-0025,PCS,1
PV288,GPK-0034,GPK-0034,PCS,1
PV288,GPK-0057,GPK-0057,PCS,1
PV288,GPK-0294,GPK-0294,PCS,1
PV288,GIG-0015,GIG-0015,PCS,1
PV288,GIG-0015,GIG-0015,SCT,1
PV288,GPK-0041,GPK-0041,PCS,1
PV288,GPK-0056,GPK-0056,PCS,1
PV288,GPK-0094,GPK-0094,PCS,1
PV289,GIG-0115,GIG-0115,PCS,1
PV289,GPK-0022,GPK-0022,PCS,1
PV289,GPK-0025,GPK-0025,PCS,1
PV289,GPK-0034,GPK-0034,PCS,1
PV289,GPK-0057,GPK-0057,PCS,1
PV289,GPK-0294,GPK-0294,PCS,1
PV289,GIG-0016,GIG-0016,PCS,1
PV289,GIG-0016,GIG-0016,SCT,1
PV289,GPK-0008,GPK-0008,PCS,1
PV289,GPK-0052,GPK-0052,PCS,1
PV289,GPK-0054,GPK-0054,PCS,1
PV290,GIG-0115,GIG-0115,PCS,1
PV290,GPK-0022,GPK-0022,PCS,1
PV290,GPK-0025,GPK-0025,PCS,1
PV290,GPK-0034,GPK-0034,PCS,1
PV290,GPK-0057,GPK-0057,PCS,1
PV290,GPK-0294,GPK-0294,PCS,1
PV290,GIG-0016,GIG-0016,PCS,1
PV290,GIG-0016,GIG-0016,SCT,1
PV290,GPK-0041,GPK-0041,PCS,1
PV290,GPK-0056,GPK-0056,PCS,1
PV290,GPK-0094,GPK-0094,PCS,1
PV291,GIG-0115,GIG-0115,PCS,1
PV291,GPK-0022,GPK-0022,PCS,1
PV291,GPK-0025,GPK-0025,PCS,1
PV291,GPK-0034,GPK-0034,PCS,1
PV291,GPK-0057,GPK-0057,PCS,1
PV291,GPK-0294,GPK-0294,PCS,1
PV291,GIG-0095,GIG-0095,PCS,1
PV291,GPK-0008,GPK-0008,PCS,1
PV291,GPK-0052,GPK-0052,PCS,1
PV291,GPK-0054,GPK-0054,PCS,1
PV292,GIG-0115,GIG-0115,PCS,1
PV292,GPK-0022,GPK-0022,PCS,1
PV292,GPK-0025,GPK-0025,PCS,1
PV292,GPK-0034,GPK-0034,PCS,1
PV292,GPK-0057,GPK-0057,PCS,1
PV292,GPK-0294,GPK-0294,PCS,1
PV292,GIG-0095,GIG-0095,PCS,1
PV292,GPK-0041,GPK-0041,PCS,1
PV292,GPK-0056,GPK-0056,PCS,1
PV292,GPK-0094,GPK-0094,PCS,1
PV337,GIG-0056,GIG-0056,GM,14
PV338,GIG-0057,GIG-0057,GM,14
PV345,GIG-0011,GIG-0011,ML,147
PV345,GIG-0175,GIG-0175,ML,89
PV672,GIG-0002,GIG-0002,ML,23
PV672,GIG-0031,GIG-0031,PCS,3
PV672,GIG-0045,GIG-0045,,37
PV672,GIG-0115,GIG-0115,PCS,1
PV672,GPK-0022,GPK-0022,PCS,1
PV672,GPK-0025,GPK-0025,PCS,1
PV672,GPK-0034,GPK-0034,PCS,1
PV672,GPK-0041,GPK-0041,PCS,1
PV672,GPK-0056,GPK-0056,PCS,1
PV672,GPK-0057,GPK-0057,PCS,1
PV672,GPK-0094,GPK-0094,PCS,1
PV672,GPK-0294,GPK-0294,PCS,1
PV672,PRM0030,GIG-0116,GM,367
PV673,GIG-0004,GIG-0004,ML,15
PV673,GIG-0019,GIG-0019,GM,3
PV673,GIG-0115,GIG-0115,PCS,1
PV673,GPK-0022,GPK-0022,PCS,1
PV673,GPK-0025,GPK-0025,PCS,1
PV673,GPK-0034,GPK-0034,PCS,1
PV673,GPK-0041,GPK-0041,PCS,1
PV673,GPK-0056,GPK-0056,PCS,1
PV673,GPK-0057,GPK-0057,PCS,1
PV673,GPK-0094,GPK-0094,PCS,1
PV673,GPK-0294,GPK-0294,PCS,1
PV673,GIG-0111,GIG-0111,GM,14
PV680,GIG-0025,GIG-0025,ML,15
PV680,GIG-0027,GIG-0027,ML,8
PV680,GIG-0115,GIG-0115,PCS,1
PV680,GPK-0022,GPK-0022,PCS,1
PV680,GPK-0025,GPK-0025,PCS,1
PV680,GPK-0034,GPK-0034,PCS,1
PV680,GPK-0041,GPK-0041,PCS,1
PV680,GPK-0056,GPK-0056,PCS,1
PV680,GPK-0057,GPK-0057,PCS,1
PV680,GPK-0094,GPK-0094,PCS,1
PV680,GPK-0294,GPK-0294,PCS,1
PV680,GIG-0110,GIG-0110,GM,14
PV681,GIG-0115,GIG-0115,PCS,1
PV681,GPK-0008,GPK-0008,PCS,1
PV681,GPK-0022,GPK-0022,PCS,1
PV681,GPK-0025,GPK-0025,PCS,1
PV681,GPK-0034,GPK-0034,PCS,1
PV681,GPK-0052,GPK-0052,PCS,1
PV681,GPK-0054,GPK-0054,PCS,1
PV681,GPK-0057,GPK-0057,PCS,1
PV681,GPK-0294,GPK-0294,PCS,1
PV681,GIG-0110,GIG-0110,GM,14
PV682,GIG-0021,GIG-0021,ML,8
PV682,GIG-0022,GIG-0022,ML,8
PV682,GIG-0115,GIG-0115,PCS,1
PV682,GPK-0008,GPK-0008,PCS,1
PV682,GPK-0022,GPK-0022,PCS,1
PV682,GPK-0025,GPK-0025,PCS,1
PV682,GPK-0034,GPK-0034,PCS,1
PV682,GPK-0052,GPK-0052,PCS,1
PV682,GPK-0054,GPK-0054,PCS,1
PV682,GPK-0057,GPK-0057,PCS,1
PV682,GPK-0294,GPK-0294,PCS,1
PV682,GIG-0111,GIG-0111,GM,14
PV683,GIG-0021,GIG-0021,ML,8
PV683,GIG-0022,GIG-0022,ML,8
PV683,GIG-0115,GIG-0115,PCS,1
PV683,GPK-0008,GPK-0008,PCS,1
PV683,GPK-0022,GPK-0022,PCS,1
PV683,GPK-0025,GPK-0025,PCS,1
PV683,GPK-0034,GPK-0034,PCS,1
PV683,GPK-0052,GPK-0052,PCS,1
PV683,GPK-0054,GPK-0054,PCS,1
PV683,GPK-0057,GPK-0057,PCS,1
PV683,GPK-0294,GPK-0294,PCS,1
PV683,GIG-0110,GIG-0110,GM,14
PV693,GIG-0025,GIG-0025,ML,8
PV693,GIG-0027,GIG-0027,ML,8
PV693,GIG-0115,GIG-0115,PCS,1
PV693,GPK-0008,GPK-0008,PCS,1
PV693,GPK-0022,GPK-0022,PCS,1
PV693,GPK-0025,GPK-0025,PCS,1
PV693,GPK-0034,GPK-0034,PCS,1
PV693,GPK-0052,GPK-0052,PCS,1
PV693,GPK-0054,GPK-0054,PCS,1
PV693,GPK-0057,GPK-0057,PCS,1
PV693,GPK-0294,GPK-0294,PCS,1
PV693,GIG-0110,GIG-0110,GM,14
PV704,GIG-0004,GIG-0004,ML,8
PV704,GIG-0019,GIG-0019,GM,3
PV704,GIG-0115,GIG-0115,PCS,1
PV704,GPK-0008,GPK-0008,PCS,1
PV704,GPK-0022,GPK-0022,PCS,1
PV704,GPK-0025,GPK-0025,PCS,1
PV704,GPK-0034,GPK-0034,PCS,1
PV704,GPK-0052,GPK-0052,PCS,1
PV704,GPK-0054,GPK-0054,PCS,1
PV704,GPK-0057,GPK-0057,PCS,1
PV704,GPK-0294,GPK-0294,PCS,1
PV704,GIG-0111,GIG-0111,GM,14
PV705,GIG-0002,GIG-0002,ML,23
PV705,GIG-0115,GIG-0115,PCS,1
PV705,GPK-0008,GPK-0008,PCS,1
PV705,GPK-0022,GPK-0022,PCS,1
PV705,GPK-0025,GPK-0025,PCS,1
PV705,GPK-0034,GPK-0034,PCS,1
PV705,GPK-0039,GPK-0039,PCS,1
PV705,GPK-0052,GPK-0052,PCS,1
PV705,GPK-0054,GPK-0054,PCS,1
PV705,GPK-0057,GPK-0057,PCS,1
PV705,GPK-0294,GPK-0294,PCS,1
PV706,GIG-0115,GIG-0115,PCS,1
PV706,GPK-0008,GPK-0008,PCS,1
PV706,GPK-0022,GPK-0022,PCS,1
PV706,GPK-0025,GPK-0025,PCS,1
PV706,GPK-0034,GPK-0034,PCS,1
PV706,GPK-0039,GPK-0039,PCS,1
PV706,GPK-0052,GPK-0052,PCS,1
PV706,GPK-0054,GPK-0054,PCS,1
PV706,GPK-0057,GPK-0057,PCS,1
PV706,GPK-0294,GPK-0294,PCS,1
PV706,GIG-0057,GIG-0057,GM,14
PV707,GIG-0115,GIG-0115,PCS,1
PV707,GPK-0022,GPK-0022,PCS,1
PV707,GPK-0025,GPK-0025,PCS,1
PV707,GPK-0034,GPK-0034,PCS,1
PV707,GPK-0039,GPK-0039,PCS,1
PV707,GPK-0041,GPK-0041,PCS,1
PV707,GPK-0056,GPK-0056,PCS,1
PV707,GPK-0057,GPK-0057,PCS,1
PV707,GPK-0094,GPK-0094,PCS,1
PV707,GPK-0294,GPK-0294,PCS,1
PV707,GIG-0057,GIG-0057,GM,14
PV708,GIG-0115,GIG-0115,PCS,1
PV708,GPK-0008,GPK-0008,PCS,1
PV708,GPK-0022,GPK-0022,PCS,1
PV708,GPK-0025,GPK-0025,PCS,1
PV708,GPK-0034,GPK-0034,PCS,1
PV708,GPK-0039,GPK-0039,PCS,1
PV708,GPK-0052,GPK-0052,PCS,1
PV708,GPK-0054,GPK-0054,PCS,1
PV708,GPK-0057,GPK-0057,PCS,1
PV708,GPK-0294,GPK-0294,PCS,1
PV708,GIG-0056,GIG-0056,GM,14
PV709,GIG-0115,GIG-0115,PCS,1
PV709,GPK-0022,GPK-0022,PCS,1
PV709,GPK-0025,GPK-0025,PCS,1
PV709,GPK-0034,GPK-0034,PCS,1
PV709,GPK-0039,GPK-0039,PCS,1
PV709,GPK-0041,GPK-0041,PCS,1
PV709,GPK-0056,GPK-0056,PCS,1
PV709,GPK-0057,GPK-0057,PCS,1
PV709,GPK-0094,GPK-0094,PCS,1
PV709,GPK-0294,GPK-0294,PCS,1
PV709,GIG-0056,GIG-0056,GM,14
PV710,GIG-0004,GIG-0004,ML,8
PV710,GIG-0019,GIG-0019,GM,3
PV710,GIG-0029,GIG-0029,GM,1
PV710,GIG-0115,GIG-0115,PCS,1
PV710,GPK-0008,GPK-0008,PCS,1
PV710,GPK-0022,GPK-0022,PCS,1
PV710,GPK-0025,GPK-0025,PCS,1
PV710,GPK-0034,GPK-0034,PCS,1
PV710,GPK-0052,GPK-0052,PCS,1
PV710,GPK-0054,GPK-0054,PCS,1
PV710,GPK-0057,GPK-0057,PCS,1
PV710,GPK-0294,GPK-0294,PCS,1
PV710,PRM0030,GIG-0116,GM,367
PV710,GIG-0110,GIG-0110,GM,14
PV711,GIG-0115,GIG-0115,PCS,1
PV711,GPK-0008,GPK-0008,PCS,1
PV711,GPK-0022,GPK-0022,PCS,1
PV711,GPK-0025,GPK-0025,PCS,1
PV711,GPK-0034,GPK-0034,PCS,1
PV711,GPK-0039,GPK-0039,PCS,1
PV711,GPK-0052,GPK-0052,PCS,1
PV711,GPK-0054,GPK-0054,PCS,1
PV711,GPK-0057,GPK-0057,PCS,1
PV711,GPK-0294,GPK-0294,PCS,1
PV711,GIG-0056,GIG-0056,GM,14
PV712,GIG-0056,GIG-0056,GM,14
PV713,GIG-0115,GIG-0115,PCS,1
PV713,GPK-0008,GPK-0008,PCS,1
PV713,GPK-0022,GPK-0022,PCS,1
PV713,GPK-0025,GPK-0025,PCS,1
PV713,GPK-0034,GPK-0034,PCS,1
PV713,GPK-0039,GPK-0039,PCS,1
PV713,GPK-0052,GPK-0052,PCS,1
PV713,GPK-0054,GPK-0054,PCS,1
PV713,GPK-0057,GPK-0057,PCS,1
PV713,GPK-0294,GPK-0294,PCS,1
PV713,GIG-0057,GIG-0057,GM,14
PV714,GIG-0057,GIG-0057,GM,14
PV694,GIG-0002,GIG-0002,GM,17
PV694,GIG-0003,GIG-0003,GM,3
PV694,GIG-0115,GIG-0115,PCS,1
PV694,GPK-0008,GPK-0008,PCS,1
PV694,GPK-0022,GPK-0022,PCS,1
PV694,GPK-0025,GPK-0025,PCS,1
PV694,GPK-0034,GPK-0034,PCS,1
PV694,GPK-0039,GPK-0039,PCS,1
PV694,GPK-0052,GPK-0052,PCS,1
PV694,GPK-0054,GPK-0054,PCS,1
PV694,GPK-0057,GPK-0057,PCS,1
PV694,GPK-0294,GPK-0294,PCS,1
PV694,GIG-0057,GIG-0057,GM,14
PV695,GIG-0002,GIG-0002,GM,17
PV695,GIG-0003,GIG-0003,GM,3
PV695,GIG-0115,GIG-0115,PCS,1
PV695,GPK-0008,GPK-0008,PCS,1
PV695,GPK-0022,GPK-0022,PCS,1
PV695,GPK-0025,GPK-0025,PCS,1
PV695,GPK-0034,GPK-0034,PCS,1
PV695,GPK-0039,GPK-0039,PCS,1
PV695,GPK-0052,GPK-0052,PCS,1
PV695,GPK-0054,GPK-0054,PCS,1
PV695,GPK-0057,GPK-0057,PCS,1
PV695,GPK-0294,GPK-0294,PCS,1
PV695,GIG-0056,GIG-0056,GM,14
PV696,GIG-0002,GIG-0002,GM,17
PV696,GIG-0003,GIG-0003,GM,3
PV696,GIG-0115,GIG-0115,PCS,1
PV696,GPK-0022,GPK-0022,PCS,1
PV696,GPK-0025,GPK-0025,PCS,1
PV696,GPK-0034,GPK-0034,PCS,1
PV696,GPK-0039,GPK-0039,PCS,1
PV696,GPK-0041,GPK-0041,PCS,1
PV696,GPK-0056,GPK-0056,PCS,1
PV696,GPK-0057,GPK-0057,PCS,1
PV696,GPK-0094,GPK-0094,PCS,1
PV696,GPK-0294,GPK-0294,PCS,1
PV696,GIG-0057,GIG-0057,GM,14
PV697,GIG-0002,GIG-0002,GM,17
PV697,GIG-0003,GIG-0003,GM,3
PV697,GIG-0115,GIG-0115,PCS,1
PV697,GPK-0022,GPK-0022,PCS,1
PV697,GPK-0025,GPK-0025,PCS,1
PV697,GPK-0034,GPK-0034,PCS,1
PV697,GPK-0039,GPK-0039,PCS,1
PV697,GPK-0041,GPK-0041,PCS,1
PV697,GPK-0056,GPK-0056,PCS,1
PV697,GPK-0057,GPK-0057,PCS,1
PV697,GPK-0094,GPK-0094,PCS,1
PV697,GPK-0294,GPK-0294,PCS,1
PV697,GIG-0056,GIG-0056,GM,14
PV698,GIG-0002,GIG-0002,GM,9
PV698,GIG-0003,GIG-0003,GM,3
PV698,GIG-0115,GIG-0115,PCS,1
PV698,GPK-0008,GPK-0008,PCS,1
PV698,GPK-0022,GPK-0022,PCS,1
PV698,GPK-0025,GPK-0025,PCS,1
PV698,GPK-0034,GPK-0034,PCS,1
PV698,GPK-0052,GPK-0052,PCS,1
PV698,GPK-0054,GPK-0054,PCS,1
PV698,GPK-0057,GPK-0057,PCS,1
PV698,GPK-0294,GPK-0294,PCS,1
PV698,GIG-0110,GIG-0110,GM,14
PV699,GIG-0002,GIG-0002,GM,9
PV699,GIG-0003,GIG-0003,GM,3
PV699,GIG-0115,GIG-0115,PCS,1
PV699,GPK-0008,GPK-0008,PCS,1
PV699,GPK-0022,GPK-0022,PCS,1
PV699,GPK-0025,GPK-0025,PCS,1
PV699,GPK-0034,GPK-0034,PCS,1
PV699,GPK-0052,GPK-0052,PCS,1
PV699,GPK-0054,GPK-0054,PCS,1
PV699,GPK-0057,GPK-0057,PCS,1
PV699,GPK-0294,GPK-0294,PCS,1
PV699,GIG-0111,GIG-0111,GM,14
PV700,GIG-0002,GIG-0002,GM,17
PV700,GIG-0003,GIG-0003,GM,3
PV700,GIG-0115,GIG-0115,PCS,1
PV700,GPK-0022,GPK-0022,PCS,1
PV700,GPK-0025,GPK-0025,PCS,1
PV700,GPK-0034,GPK-0034,PCS,1
PV700,GPK-0041,GPK-0041,PCS,1
PV700,GPK-0056,GPK-0056,PCS,1
PV700,GPK-0057,GPK-0057,PCS,1
PV700,GPK-0094,GPK-0094,PCS,1
PV700,GPK-0294,GPK-0294,PCS,1
PV700,GIG-0111,GIG-0111,GM,14
PV701,GIG-0002,GIG-0002,GM,17
PV701,GIG-0003,GIG-0003,GM,3
PV701,GIG-0115,GIG-0115,PCS,1
PV701,GPK-0022,GPK-0022,PCS,1
PV701,GPK-0025,GPK-0025,PCS,1
PV701,GPK-0034,GPK-0034,PCS,1
PV701,GPK-0041,GPK-0041,PCS,1
PV701,GPK-0056,GPK-0056,PCS,1
PV701,GPK-0057,GPK-0057,PCS,1
PV701,GPK-0094,GPK-0094,PCS,1
PV701,GPK-0294,GPK-0294,PCS,1
PV701,GIG-0110,GIG-0110,GM,14
PV702,GIG-0023,GIG-0023,ML,15
PV702,GIG-0115,GIG-0115,PCS,1
PV702,GPK-0008,GPK-0008,PCS,1
PV702,GPK-0022,GPK-0022,PCS,1
PV702,GPK-0025,GPK-0025,PCS,1
PV702,GPK-0034,GPK-0034,PCS,1
PV702,GPK-0052,GPK-0052,PCS,1
PV702,GPK-0054,GPK-0054,PCS,1
PV702,GPK-0057,GPK-0057,PCS,1
PV702,GPK-0294,GPK-0294,PCS,1
PV702,GIG-0111,GIG-0111,GM,14
PV703,GIG-0023,GIG-0023,ML,15
PV703,GIG-0115,GIG-0115,PCS,1
PV703,GPK-0008,GPK-0008,PCS,1
PV703,GPK-0022,GPK-0022,PCS,1
PV703,GPK-0025,GPK-0025,PCS,1
PV703,GPK-0034,GPK-0034,PCS,1
PV703,GPK-0052,GPK-0052,PCS,1
PV703,GPK-0054,GPK-0054,PCS,1
PV703,GPK-0057,GPK-0057,PCS,1
PV703,GPK-0294,GPK-0294,PCS,1
PV703,GIG-0057,GIG-0057,GM,14
PV718,GIG-0002,GIG-0002,GM,9
PV718,GIG-0029,GIG-0029,GM,1
PV718,GIG-0115,GIG-0115,PCS,1
PV718,GPK-0008,GPK-0008,PCS,1
PV718,GPK-0022,GPK-0022,PCS,1
PV718,GPK-0025,GPK-0025,PCS,1
PV718,GPK-0034,GPK-0034,PCS,1
PV718,GPK-0052,GPK-0052,PCS,1
PV718,GPK-0054,GPK-0054,PCS,1
PV718,GPK-0057,GPK-0057,PCS,1
PV718,GPK-0294,GPK-0294,PCS,1
PV718,PRM0030,GIG-0116,GM,367
PV718,GIG-0111,GIG-0111,GM,14
PV719,GIG-0002,GIG-0002,GM,9
PV719,GIG-0029,GIG-0029,GM,1
PV719,GIG-0115,GIG-0115,PCS,1
PV719,GPK-0008,GPK-0008,PCS,1
PV719,GPK-0022,GPK-0022,PCS,1
PV719,GPK-0025,GPK-0025,PCS,1
PV719,GPK-0034,GPK-0034,PCS,1
PV719,GPK-0052,GPK-0052,PCS,1
PV719,GPK-0054,GPK-0054,PCS,1
PV719,GPK-0057,GPK-0057,PCS,1
PV719,GPK-0294,GPK-0294,PCS,1
PV719,PRM0030,GIG-0116,GM,367
PV719,GIG-0110,GIG-0110,GM,14
PV722,GIG-0004,GIG-0004,ML,8
PV722,GIG-0019,GIG-0019,GM,3
PV722,GIG-0115,GIG-0115,PCS,1
PV722,GPK-0008,GPK-0008,PCS,1
PV722,GPK-0022,GPK-0022,PCS,1
PV722,GPK-0025,GPK-0025,PCS,1
PV722,GPK-0034,GPK-0034,PCS,1
PV722,GPK-0039,GPK-0039,PCS,1
PV722,GPK-0052,GPK-0052,PCS,1
PV722,GPK-0054,GPK-0054,PCS,1
PV722,GPK-0057,GPK-0057,PCS,1
PV722,GPK-0294,GPK-0294,PCS,1
PV722,GIG-0056,GIG-0056,GM,14
PV723,GIG-0004,GIG-0004,ML,8
PV723,GIG-0019,GIG-0019,GM,3
PV723,GIG-0115,GIG-0115,PCS,1
PV723,GPK-0008,GPK-0008,PCS,1
PV723,GPK-0022,GPK-0022,PCS,1
PV723,GPK-0025,GPK-0025,PCS,1
PV723,GPK-0034,GPK-0034,PCS,1
PV723,GPK-0039,GPK-0039,PCS,1
PV723,GPK-0052,GPK-0052,PCS,1
PV723,GPK-0054,GPK-0054,PCS,1
PV723,GPK-0057,GPK-0057,PCS,1
PV723,GPK-0294,GPK-0294,PCS,1
PV723,GIG-0057,GIG-0057,GM,14
PV726,GIG-0002,GIG-0002,ML,23
PV726,GIG-0115,GIG-0115,PCS,1
PV726,GPK-0008,GPK-0008,PCS,1
PV726,GPK-0022,GPK-0022,PCS,1
PV726,GPK-0025,GPK-0025,PCS,1
PV726,GPK-0034,GPK-0034,PCS,1
PV726,GPK-0052,GPK-0052,PCS,1
PV726,GPK-0054,GPK-0054,PCS,1
PV726,GPK-0057,GPK-0057,PCS,1
PV726,GPK-0294,GPK-0294,PCS,1
PV727,GIG-0022,GIG-0022,ML,8
PV727,GIG-0026,GIG-0026,ML,8
PV727,GIG-0115,GIG-0115,PCS,1
PV727,GPK-0008,GPK-0008,PCS,1
PV727,GPK-0022,GPK-0022,PCS,1
PV727,GPK-0025,GPK-0025,PCS,1
PV727,GPK-0034,GPK-0034,PCS,1
PV727,GPK-0052,GPK-0052,PCS,1
PV727,GPK-0054,GPK-0054,PCS,1
PV727,GPK-0057,GPK-0057,PCS,1
PV727,GPK-0294,GPK-0294,PCS,1
PV727,GIG-0056,GIG-0056,GM,14
PV728,GIG-0022,GIG-0022,ML,8
PV728,GIG-0026,GIG-0026,ML,8
PV728,GIG-0115,GIG-0115,PCS,1
PV728,GPK-0008,GPK-0008,PCS,1
PV728,GPK-0022,GPK-0022,PCS,1
PV728,GPK-0025,GPK-0025,PCS,1
PV728,GPK-0034,GPK-0034,PCS,1
PV728,GPK-0052,GPK-0052,PCS,1
PV728,GPK-0054,GPK-0054,PCS,1
PV728,GPK-0057,GPK-0057,PCS,1
PV728,GPK-0294,GPK-0294,PCS,1
PV728,GIG-0057,GIG-0057,GM,14
PV729,GIG-0022,GIG-0022,ML,8
PV729,GIG-0026,GIG-0026,ML,8
PV729,GIG-0115,GIG-0115,PCS,1
PV729,GPK-0008,GPK-0008,PCS,1
PV729,GPK-0022,GPK-0022,PCS,1
PV729,GPK-0025,GPK-0025,PCS,1
PV729,GPK-0034,GPK-0034,PCS,1
PV729,GPK-0052,GPK-0052,PCS,1
PV729,GPK-0054,GPK-0054,PCS,1
PV729,GPK-0057,GPK-0057,PCS,1
PV729,GPK-0294,GPK-0294,PCS,1
PV729,GIG-0111,GIG-0111,GM,14
PV730,GIG-0022,GIG-0022,ML,8
PV730,GIG-0026,GIG-0026,ML,8
PV730,GIG-0115,GIG-0115,PCS,1
PV730,GPK-0008,GPK-0008,PCS,1
PV730,GPK-0022,GPK-0022,PCS,1
PV730,GPK-0025,GPK-0025,PCS,1
PV730,GPK-0034,GPK-0034,PCS,1
PV730,GPK-0052,GPK-0052,PCS,1
PV730,GPK-0054,GPK-0054,PCS,1
PV730,GPK-0057,GPK-0057,PCS,1
PV730,GPK-0294,GPK-0294,PCS,1
PV730,GIG-0110,GIG-0110,GM,14
PV715,GIG-0004,GIG-0004,ML,15
PV715,GIG-0019,GIG-0019,GM,3
PV715,GIG-0115,GIG-0115,PCS,1
PV715,GPK-0022,GPK-0022,PCS,1
PV715,GPK-0025,GPK-0025,PCS,1
PV715,GPK-0034,GPK-0034,PCS,1
PV715,GPK-0039,GPK-0039,PCS,1
PV715,GPK-0041,GPK-0041,PCS,1
PV715,GPK-0056,GPK-0056,PCS,1
PV715,GPK-0057,GPK-0057,PCS,1
PV715,GPK-0094,GPK-0094,PCS,1
PV715,GPK-0294,GPK-0294,PCS,1
PV715,GIG-0056,GIG-0056,GM,14
PV716,GIG-0004,GIG-0004,ML,15
PV716,GIG-0019,GIG-0019,GM,3
PV716,GIG-0115,GIG-0115,PCS,1
PV716,GPK-0022,GPK-0022,PCS,1
PV716,GPK-0025,GPK-0025,PCS,1
PV716,GPK-0034,GPK-0034,PCS,1
PV716,GPK-0039,GPK-0039,PCS,1
PV716,GPK-0041,GPK-0041,PCS,1
PV716,GPK-0056,GPK-0056,PCS,1
PV716,GPK-0057,GPK-0057,PCS,1
PV716,GPK-0094,GPK-0094,PCS,1
PV716,GPK-0294,GPK-0294,PCS,1
PV716,GIG-0057,GIG-0057,GM,14
PV717,GIG-0004,GIG-0004,ML,8
PV717,GIG-0019,GIG-0019,GM,3
PV717,GIG-0029,GIG-0029,GM,1
PV717,GIG-0115,GIG-0115,PCS,1
PV717,GPK-0008,GPK-0008,PCS,1
PV717,GPK-0022,GPK-0022,PCS,1
PV717,GPK-0025,GPK-0025,PCS,1
PV717,GPK-0034,GPK-0034,PCS,1
PV717,GPK-0052,GPK-0052,PCS,1
PV717,GPK-0054,GPK-0054,PCS,1
PV717,GPK-0057,GPK-0057,PCS,1
PV717,GPK-0294,GPK-0294,PCS,1
PV717,PRM0030,GIG-0116,GM,367
PV717,GIG-0111,GIG-0111,GM,14
PV734,GIG-0002,GIG-0002,ML,30
PV734,GIG-0115,GIG-0115,PCS,1
PV734,GPK-0008,GPK-0008,PCS,1
PV734,GPK-0022,GPK-0022,PCS,1
PV734,GPK-0025,GPK-0025,PCS,1
PV734,GPK-0034,GPK-0034,PCS,1
PV734,GPK-0039,GPK-0039,PCS,1
PV734,GPK-0041,GPK-0041,PCS,1
PV734,GPK-0052,GPK-0052,PCS,1
PV734,GPK-0054,GPK-0054,PCS,1
PV734,GPK-0056,GPK-0056,PCS,1
PV734,GPK-0057,GPK-0057,PCS,1
PV734,GPK-0094,GPK-0094,PCS,1
PV734,GPK-0294,GPK-0294,PCS,1
PV649,GIG-0023,GIG-0023,ML,15
PV649,GIG-0115,GIG-0115,PCS,1
PV649,GPK-0008,GPK-0008,PCS,1
PV649,GPK-0022,GPK-0022,PCS,1
PV649,GPK-0025,GPK-0025,PCS,1
PV649,GPK-0034,GPK-0034,PCS,1
PV649,GPK-0052,GPK-0052,PCS,1
PV649,GPK-0054,GPK-0054,PCS,1
PV649,GPK-0057,GPK-0057,PCS,1
PV649,GPK-0294,GPK-0294,PCS,1
PV649,GIG-0110,GIG-0110,GM,14
PV650,GIG-0025,GIG-0025,ML,15
PV650,GIG-0027,GIG-0027,ML,8
PV650,GIG-0115,GIG-0115,PCS,1
PV650,GPK-0022,GPK-0022,PCS,1
PV650,GPK-0025,GPK-0025,PCS,1
PV650,GPK-0034,GPK-0034,PCS,1
PV650,GPK-0041,GPK-0041,PCS,1
PV650,GPK-0056,GPK-0056,PCS,1
PV650,GPK-0057,GPK-0057,PCS,1
PV650,GPK-0094,GPK-0094,PCS,1
PV650,GPK-0294,GPK-0294,PCS,1
PV650,GIG-0111,GIG-0111,GM,14
PV651,GIG-0115,GIG-0115,PCS,1
PV651,GPK-0008,GPK-0008,PCS,1
PV651,GPK-0022,GPK-0022,PCS,1
PV651,GPK-0025,GPK-0025,PCS,1
PV651,GPK-0034,GPK-0034,PCS,1
PV651,GPK-0052,GPK-0052,PCS,1
PV651,GPK-0054,GPK-0054,PCS,1
PV651,GPK-0057,GPK-0057,PCS,1
PV651,GPK-0294,GPK-0294,PCS,1
PV651,GIG-0111,GIG-0111,GM,14
PV652,GIG-0115,GIG-0115,PCS,1
PV652,GPK-0022,GPK-0022,PCS,1
PV652,GPK-0025,GPK-0025,PCS,1
PV652,GPK-0034,GPK-0034,PCS,1
PV652,GPK-0041,GPK-0041,PCS,1
PV652,GPK-0056,GPK-0056,PCS,1
PV652,GPK-0057,GPK-0057,PCS,1
PV652,GPK-0094,GPK-0094,PCS,1
PV652,GPK-0294,GPK-0294,PCS,1
PV652,GIG-0111,GIG-0111,GM,14
PV653,GIG-0002,GIG-0002,ML,23
PV653,GIG-0115,GIG-0115,PCS,1
PV653,GPK-0008,GPK-0008,PCS,1
PV653,GPK-0022,GPK-0022,PCS,1
PV653,GPK-0025,GPK-0025,PCS,1
PV653,GPK-0034,GPK-0034,PCS,1
PV653,GPK-0052,GPK-0052,PCS,1
PV653,GPK-0054,GPK-0054,PCS,1
PV653,GPK-0057,GPK-0057,PCS,1
PV653,GPK-0294,GPK-0294,PCS,1
PV659,GIG-0004,GIG-0004,ML,15
PV659,GIG-0019,GIG-0019,GM,3
PV659,GIG-0115,GIG-0115,PCS,1
