Product Code,Bom Level 1,Bom Level 2,Ingredient UOM,Ingredient Quantity
PV659,GPK-0022,GPK-0022,PCS,1
PV659,GPK-0025,GPK-0025,PCS,1
PV659,GPK-0034,GPK-0034,PCS,1
PV659,GPK-0039,GPK-0039,PCS,1
PV659,GPK-0041,GPK-0041,PCS,1
PV659,GPK-0056,GPK-0056,PCS,1
PV659,GPK-0057,GPK-0057,PCS,1
PV659,GPK-0094,GPK-0094,PCS,1
PV659,GPK-0294,GPK-0294,PCS,1
PV659,GIG-0056,GIG-0056,GM,14
PV660,GIG-0115,GIG-0115,PCS,1
PV660,GPK-0008,GPK-0008,PCS,1
PV660,GPK-0022,GPK-0022,PCS,1
PV660,GPK-0025,GPK-0025,PCS,1
PV660,GPK-0034,GPK-0034,PCS,1
PV660,GPK-0052,GPK-0052,PCS,1
PV660,GPK-0054,GPK-0054,PCS,1
PV660,GPK-0057,GPK-0057,PCS,1
PV660,GPK-0294,GPK-0294,PCS,1
